Title,Address,Link,Category,Rating,Website,Phone,Images,Categories,Latitude,Longitude
Halligans Public House,"Halligans Public House, 32 S Liberty Dr, Stony Point, NY 10980, United States",https://www.google.com/maps/place/Halligans+Public+House/data=!4m7!3m6!1s0x89c2c4ffb6d1e83f:0x79ff2979cafec92c!8m2!3d41.2258827!4d-73.9851613!16s%2Fg%2F1tdx0gq0!19sChIJP-jRtv_EwokRLMn-ynkp_3k?authuser=0&hl=en&rclk=1,Bar & grill,4.5,http://halliganssp.com/,+1 845-429-4405,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMmr-1BIzvaB5odnKWk30-KYueZN4knHqmNfSET=w397-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipM_KrjlaiASQlvJuRV_9UTqMEmQ-nUQId27wdi5=w224-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNRj3-52e2YdTjTlCGPurfyCma3guLCgWNnDqrD=w529-h298-k-no', 'title': 'Videos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipO_3qWZFe5z2SvuYZAEMm1HW1Hywvz8rdiqElD0=w397-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xhsruLZZLl9r3ZKAobCdNg&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=72.06243&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]",['Bar & grill'],41.2258827,-73.9851613
CoreLife Eatery,"CoreLife Eatery, 21301 County Rte 202, Watertown, NY 13601, United States",https://www.google.com/maps/place/CoreLife+Eatery/data=!4m7!3m6!1s0x89d871b667310115:0xda428936a22f9a81!8m2!3d43.9742474!4d-75.9602203!16s%2Fg%2F11q_5r8ysm!19sChIJFQExZ7Zx2IkRgZovojaJQto?authuser=0&hl=en&rclk=1,Restaurant,4.3,https://locations.corelifeeatery.com/corelife-eatery-417ba0b108e1,+1 315-969-2673,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOi2J23IMybMa6dE0C-xp8uEtC2fYDWr3TvEtMj=w455-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPVNsx6FMNJlhe2lGaeE7zx9i_hVWuolyqhNO-1=w613-h298-k-no', 'title': 'Latest'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPjr83gAyOlOixkQgM-rgYNgpRgg2Zq7R18uAeq=w224-h298-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNFsSKoARxyYxV5oIn147z7Stq3EUSLaoIgQlEr=w298-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMcGNhMavECnoCkEWgfDioDAmPcT1KrafSZKNTE=w397-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNWevqQWoQOa1bH-xHz0VjIE7TCmqwxW-Snxsyq=w447-h298-k-no', 'title': 'Burrito'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPB4PeMqlOm0aM1WQBrYHBQQJLwIXqGdOhabun0=w529-h298-k-no', 'title': 'By owner'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vYUFxqBq37YtBP9VlIt6SQ&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=259.76654&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]","['Restaurant', 'Gluten-free restaurant', 'Health food restaurant', 'Salad shop', 'Soup restaurant', 'Vegan restaurant', 'Vegetarian restaurant']",43.9742474,-75.9602203
AL AQSA HALAL RESTAURANT / ISLAMABAD GROCERY & MEAT,"AL AQSA HALAL RESTAURANT / ISLAMABAD GROCERY & MEAT, 1145 N Colony Rd, Wallingford, CT 06492, United States",https://www.google.com/maps/place/AL+AQSA+HALAL+RESTAURANT+%2F+ISLAMABAD+GROCERY+%26+MEAT/data=!4m7!3m6!1s0x89e7c9870a342e03:0x2dd878bba38d3c52!8m2!3d41.5010757!4d-72.8118209!16s%2Fg%2F11r4y3b0kx!19sChIJAy40CofJ54kRUjyNo7t42C0?authuser=0&hl=en&rclk=1,Restaurant,4.4,,+1 203-626-9236,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipN4tuJd2t_VoNzoPgRbDgUojlU7vo_5nhYf4F5l=w397-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMjaYtsIxGBpe5gSsL9VL5nxSEimsge_wupLDi4=w224-h574-k-no', 'title': 'Latest'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPLgjRna3z7O3JLaLZzuJx06rKsrBiqLLWarnP4=w231-h298-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOkjdNFChBjN7n6d-WDt507nJTq4VYmNyip_psV=w397-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMU7n5X7eBGjaLavar6ei01XCvVIuzZjFO91rUh=w397-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipN_CLL2WsZfD1sn3FqyWrXx1W1ubNjlScq4m47Y=w224-h298-k-no', 'title': 'Take-out'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOpuecGBJ7tQB7br2HoXT7OxJwBcVcsBVpAstW_=w397-h298-k-no', 'title': 'By owner'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ku5CGAj2ADJG42vnFbeuGw&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=283.77087&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]","['Restaurant', 'Lebanese restaurant', 'Pakistani restaurant']",41.5010757,-72.8118209
Nobregas Tapas,"14, Nobregas Tapas, Bath Place, Taunton TA1 4EP, United Kingdom",https://www.google.com/maps/place/Nobregas+Tapas/data=!4m7!3m6!1s0x486df50ca91199db:0xf9668be7959efe07!8m2!3d51.0140564!4d-3.1062001!16s%2Fg%2F11h_wg33k2!19sChIJ25kRqQz1bUgRB_6eleeLZvk?authuser=0&hl=en&rclk=1,Restaurant,4.6,http://www.nobregas.co.uk/,,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNxzp6xzxfqG3M4NTCYH6JLq3qc6yYjEtcq1fqc=w224-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOnYih2BWtJuI7DPrVy1RWjVEpFaALxOnMhXoaW=w224-h317-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipO0aAg077RuzC00YZr7mfJg7YjdJIheXdX6Mn-i=w224-h398-k-no', 'title': 'Videos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipO4fXQbjPFSWZ4i7YrX29K_Oh-SVyA6B2h2WLSl=w298-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMnZdR-6JmsxJE60meTN8EG3qIGfkw1gBQuaBOa=w224-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPRCPs-2g-3T7S1dZzE4qq_k8m5xfTwv-iU_QuD=w224-h298-k-no', 'title': 'By owner'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KV57cerXg3neaKE5gk6-UA&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=93.71631&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]",['Restaurant'],51.0140564,-3.1062001
Bella Indian & Italian Cuisine,"Bella Indian & Italian Cuisine, 7423 Van Dusen Rd, Laurel, MD 20707, United States",https://www.google.com/maps/place/Bella+Indian+%26+Italian+Cuisine/data=!4m7!3m6!1s0x89b7dcdbe41ad26b:0x580b08a1c7d82a39!8m2!3d39.0870384!4d-76.8770188!16s%2Fg%2F11b6vdv7q0!19sChIJa9Ia5Nvct4kROSrYx6EIC1g?authuser=0&hl=en&rclk=1,Indian restaurant,4.5,https://www.bellaindiananditaliancuisine.com/,+1 301-490-6348,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipN7EJS6EUZDoNHBbSLptsn98oQBMZdyMXB4t-XM=w224-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMNu-MPyXnlmESuYSwEzLLS8AbaBkxLBy5Mo_v4=w426-h298-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMlCdKgGOFCyEOptiumOJZbija4iFU_rWDVRnlA=w224-h398-k-no', 'title': 'Videos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOg7QHlfzF7XkP1YnyYmNONf6GZcFTXh7me5AW_=w224-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPMDTZHTFbS7bSMJTlgCz0X3QDgrMbaWFQ5Q2LM=w397-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOBKdHhelzEfvVGsOqaeTEmGFMsnioCON2NY5P9=w397-h298-k-no', 'title': 'Take-out'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNfTUw0LEPeDp4GC8iTDwMIGMU9cVoqbzGn8avQ=w629-h298-k-no', 'title': 'Pizza'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNEHB10jnA-R10GeAIF59BMdPrVzYF1AogDo5lJ=w397-h298-k-no', 'title': 'Vindaloo'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMRu4rADpEb8a6TNpP68KxxCid5fuNVOsQkZdqK=w397-h298-k-no', 'title': 'Biryani'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNkHitNJoHFpoS2_AMNNNRmRB7l6DDCiT0BGppE=w224-h298-k-no', 'title': 'Chicken Wings'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOUQknlheWowuuogd4LdvQsB3j9zOGZp5bwi2_w=w224-h298-k-no', 'title': 'Curry'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipN7EJS6EUZDoNHBbSLptsn98oQBMZdyMXB4t-XM=w224-h298-k-no', 'title': 'By owner'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nUkWZjR1LfBadTZ7EloFCg&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=155.1331&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]","['Indian restaurant', 'Italian restaurant', 'Pizza restaurant', 'Restaurant']",39.0870384,-76.8770188
Mahogany's,"Mahogany's, 9000 W Airport Dr, Visalia, CA 93277, United States",https://www.google.com/maps/place/Mahogany%27s/data=!4m7!3m6!1s0x809527c3d549729b:0x55c481125f086d13!8m2!3d36.3257854!4d-119.3912666!16s%2Fg%2F1tj73vl1!19sChIJm3JJ1cMnlYARE20IXxKBxFU?authuser=0&hl=en&rclk=1,American restaurant,4.2,,+1 559-651-5000,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOv2I9R0wBxx8XPz2vR-pfBlax_mp6leI7lPmYH=w447-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMmJAzwedAgG1LV5UzQJQSciXvjasb-DuQx1__x=w397-h298-k-no', 'title': 'Latest'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPOLNacB_3yiCCryVm5UVbzIoMollIvnSsP6OVx=w224-h426-k-no', 'title': 'Videos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNkyBxIj6KAoKPKca9cZaYL8Uh5H5Dhtsxo2eCW=w529-h298-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMOKgn75Oql96fP0iRe1A32WALi62wXNwHkIg8D=w224-h336-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNgsGvu7SX_lua01MSCqU-s49w4Ae01uYIB2XqY=w447-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOW9jR189tpkVXWfYfv2DquGmxL3ZbmyxajzQRh=w224-h298-k-no', 'title': 'Strip steak'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipN2H7uQ4kjASFQhOzIJWddT7yon9mT0f3gglJt4=w224-h336-k-no', 'title': 'By owner'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PuqdWvwWgUml379BW2w4mg&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=24.41378&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]","['American restaurant', 'Cocktail bar']",36.3257854,-119.3912666
El Limon Norristown,"El Limon Norristown, 1000 Sandy Hill Rd, Norristown, PA 19401, United States",https://www.google.com/maps/place/El+Limon+Norristown/data=!4m7!3m6!1s0x89c6bdef250fd309:0x97d8ebe6b10b6630!8m2!3d40.112636!4d-75.324581!16s%2Fg%2F11g6nc8ljq!19sChIJCdMPJe-9xokRMGYLsebr2Jc?authuser=0&hl=en&rclk=1,Mexican restaurant,4.4,https://ellimontaquerias.com/,+1 484-322-2735,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipO1Vscl_9vYVphjCs5IjdQDg38R2FPmO_JbhUXS=w395-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNWiuPN485VDnWpe9DEBg3jb1CHhgi4oIOKfDBq=w224-h298-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPLcLhUiuopXA1n2dPL-KNYfzVNb6x6Zt3iKMpA=w397-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNAbm7r-t_ZtHTBw36L6TtPCep6ds1F0mZ7Ul5a=w224-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOEnHA9MXiCvHUXgR_P_dAC0ivOiAg_ynNCdcW-=w397-h298-k-no', 'title': 'Guacamole'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPCJJBLxbzd2ki6MyyQ_Tef8txYNbmMrMCHTwaL=w397-h298-k-no', 'title': 'Quesadilla'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPy1HXneXgT2oegfDItwtOzICDtxFVPoHbsgb2c=w397-h298-k-no', 'title': 'Nachos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNIsYezdvt9xMQF_uipOUrGXLEiY5YefrKDm0VA=w397-h298-k-no', 'title': 'Chicken sandwich'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMS0-qJFQU9SbmCV3stKwS_LMfVQVGOWUGm84oo=w224-h298-k-no', 'title': 'Burrito'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gAGPu3xrmqATy-ntc-XZRg&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=205.17644&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]",['Mexican restaurant'],40.112636,-75.324581
Elaea Mezedadiko,"Elaea Mezedadiko, Acropolis, Makrigianni 19-21 across metro station, Athina 117 42, Greece",https://www.google.com/maps/place/Elaea+Mezedadiko/data=!4m7!3m6!1s0x14a1bd17335152ad:0x21915801662c05ed!8m2!3d37.9682896!4d23.7295095!16s%2Fg%2F1tjvt6gk!19sChIJrVJRMxe9oRQR7QUsZgFYkSE?authuser=0&hl=en&rclk=1,Restaurant,4.5,http://www.elaea.gr/,+30 21 0921 2280,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPuXmJI_hWUpoFP8qV3Tk_UvRck0UdLAgkXlTHi=w309-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipORQcjVj2omaJb6bqwEa7F-EGiMIzwx3dRLbCrx=w397-h298-k-no', 'title': 'Latest'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOSJvfRuvFk7alK9oHGaqHRNbJS8i00p4mg-yU2=w397-h298-k-no', 'title': 'Videos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOlgCUa7U65C4DoRjJ89JGIDx1cDbm176LFTzxZ=w529-h298-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNC3rl4PEMN6xSk2znqyRLgN-XTmwJepTQYL5U=w529-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMhnnirkcIyGyqB1-JwLlt1ThfCvrcEwpURIqMR=w397-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNghuBok95IZy_yMXhdXb4L_Axpjv0nWqCFYT_V=w224-h298-k-no', 'title': 'Seafood'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNocsN4HSNUSHOZ9m-mZEg-MyY9QduZ3FUchTcK=w397-h298-k-no', 'title': 'Moussaka'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipP6iihdO1p8tPQeDHaeQiXDIF73_Th9bZPz_sfQ=w529-h298-k-no', 'title': 'Churrasco'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPuXmJI_hWUpoFP8qV3Tk_UvRck0UdLAgkXlTHi=w309-h298-k-no', 'title': 'By owner'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipP3ewZcgR78-wUJGyJnc9Puq3NdqSq_UIFxL1ms=w224-h298-k-no-pi-10-ya320-ro-0-fo100', 'title': 'Street View & 360Â¬âˆž'}]","['Restaurant', 'Bistro', 'Pub']",37.9682896,23.7295095
El Eslabon,"El Eslabon, 6013 Park Ave, West New York, NJ 07093, United States",https://www.google.com/maps/place/El+Eslabon/data=!4m7!3m6!1s0x89c258130208399d:0xd06cea3eb1456527!8m2!3d40.785968!4d-74.009063!16s%2Fg%2F1263ttkrz!19sChIJnTkIAhNYwokRJ2VFsT7qbNA?authuser=0&hl=en&rclk=1,Peruvian restaurant,4.4,https://facebook.com/eleslabonrestaurante,+1 201-868-5060,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNFI7zBCht5aHAG4DfR8u83pFtkTlcQu2pinhXL=w398-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOtcFyXmWFpxmIzuu567qlHduuxo7g2HqTbArbx=w397-h298-k-no', 'title': 'Latest'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPvD7LyO_l1T1VCliTGSAjNwcB5XdDLvI4hlgLu=w384-h298-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNtHX9Q1Xmn6NSY9GEPzxC5k-uibSycMMzCzqUb=w406-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOZhOKraTJFJfmNyHShm6-YdI4PlQ9DUfHLHt7_=w638-h298-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPKJ2-nPeyPeTpNyHLHipBQWY3KUTH_CDUp0jcQ=w569-h298-k-no', 'title': 'Ceviche'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNcTaW2ba_rxXd7BvKWJR8YDt8BAczQipiABVUU=w224-h298-k-no', 'title': 'Chicken soup'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOfr5js60y7hE3Ty_NB7IC4b7TF86PT7s4_FUuu=w529-h298-k-no', 'title': 'Chow mein'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipN12AVOExxjoqb02aszA6GJSnpZF2iT5nqhLVxV=w445-h298-k-no', 'title': 'Nasi goreng'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNQIHqSmLcEqKEq_IycmSFhdFVx-rce2QBrlFT8=w397-h298-k-no', 'title': 'By owner'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8AOSaozaQbuODkpkq4nG_g&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=302.4457&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]",['Peruvian restaurant'],40.785968,-74.009063
New Dragon Asian Food Market,"New Dragon Asian Food Market, 625 Salem Rd, Conway, AR 72034, United States",https://www.google.com/maps/place/New+Dragon+Asian+Food+Market/data=!4m7!3m6!1s0x87cd7defb3eabf4d:0x4af474dd4991025a!8m2!3d35.087303!4d-92.4722001!16s%2Fg%2F11b64jc09g!19sChIJTb_qs-99zYcRWgKRSd109Eo?authuser=0&hl=en&rclk=1,Asian grocery store,4.5,https://new-dragon-asian-food-market.business.site/?utm_source=gmb&utm_medium=referral,+1 501-358-3868,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipP3D8OPR7z64jW7zJiP6J4LnXBqeD_bjRxzAOa9=w397-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNOZ6hqFTO-nrlIlktPWwvTVtK3P6zzr9qHNpep=w224-h298-k-no', 'title': 'Inside'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOx_jheQ30omXEUNrbIdnNwms67IbETQeuuhBai=w397-h298-k-no', 'title': 'Food'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipO_8qCAmcUO_WAqhumt0c1XDm33D2AC52FDe8Hr=w526-h298-k-no', 'title': 'By owner'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bvZM-g7ivGunUUob1LeofQ&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=43.84009&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]",['Asian grocery store'],35.087303,-92.4722001
STICK + FIN,"STICK + FIN, 163 Main St, Westerly, RI 02891, United States",https://www.google.com/maps/place/STICK+%2B+FIN/data=!4m7!3m6!1s0x89e5e77ea615a48d:0x55195730305992c2!8m2!3d41.3719135!4d-71.831214!16s%2Fg%2F11p4zjqhv5!19sChIJjaQVpn7n5YkRwpJZMDBXGVU?authuser=0&hl=en&rclk=1,Coffee shop,4.8,https://stickandfin.square.site/,+1 401-388-8164,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipME4vAMnjEd7IoIOqsyQSU4gkfNfHTamZSwJ-G6=w224-h335-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNaiJqKIoXkoVlyrm58OGdorHj5w4YSux2amsIS=w548-h298-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNZ3wq011a53pg25yctpeuQ7QAbAV0Yvjm9ISXz=w224-h398-k-no', 'title': 'Videos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPOP2WWAaXrJLmIZp6_cSEiTlnAVNQV6jQzMEMv=w238-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPVxC5UZ_f9qAtNcOVjWZbtfmcXeMqodkjkKmDg=w224-h336-k-no', 'title': 'Vibe'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipO-5Fs1OA5LpAt8vEto26K6cvNaRb78DNJWZptf=w301-h298-k-no', 'title': 'Avocado toast'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNxEfQ96r25ig8uyGYOlTu8zR4n6aEUQm6uVPCo=w224-h303-k-no', 'title': 'Iced coffee'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNChXyNQVZ_gYsKEKgN96SjBZMasgpaw06wfFq4=w224-h398-k-no', 'title': 'Coffee'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipO-fzAJGcuZexuqa3JER8YOdbM9AgcJM9aTbWp1=w298-h298-k-no', 'title': 'By owner'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bhELkcBayf7TVDh5XAh78g&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=283.76526&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]","['Coffee shop', 'AâˆšÃŸaâˆšâ‰  shop', 'Art gallery', 'Bakery', 'Bar', 'Bubble tea store', 'Juice shop', 'Vegan restaurant', 'Vegetarian restaurant']",41.3719135,-71.831214
Li's Place,"Li's Place, 51 West St, Freeport, ME 04032, United States",https://www.google.com/maps/place/Li%27s+Place/data=!4m7!3m6!1s0x4cb27e3e543e77bf:0x16ebb4c80234593c!8m2!3d43.8550377!4d-70.1080834!16s%2Fg%2F11c12nxfj6!19sChIJv3c-VD5-skwRPFk0Asi06xY?authuser=0&hl=en&rclk=1,Chinese restaurant,4.7,,+1 207-865-9299,"[{'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipOhfmQUdXDGJ5RFBkGiiJbHvwEDAmFsZ2vsweOS=w397-h298-k-no', 'title': 'All'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipNFEK5moMvYzlC-im6mHKzHLrTyHoi_g01Gmf8r=w224-h397-k-no', 'title': 'Menu'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPb-I8xiNUEcrWaDP7YMln3m9zN--DURz7tE-qI=w529-h298-k-no', 'title': 'Videos'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipMtKVxGFsNQmlwhfXV6Aobwd2WNIqoGqIpN2Sc5=w224-h298-k-no', 'title': 'Food & drink'}, {'thumbnail': 'https://lh5.googleusercontent.com/p/AF1QipPIJSNFA4tqqXYGvtEIaNz-cnjN201ORdIgDi2K=w256-h298-k-no', 'title': 'Take-out'}, {'thumbnail': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vseYdsy-gTX2fke1QBw5Ww&cb_client=maps_sv.tactile.gps&w=224&h=298&yaw=252.90068&pitch=0&thumbfov=100', 'title': 'Street View & 360Â¬âˆž'}]","['Chinese restaurant', 'Restaurant']",43.8550377,-70.1080834
